f_bus,t_bus,r,x,b,rateA,rateB,rateC,ratio,angle,status,min_a,max_a
353,605,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1031,878,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
599,1031,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
575,599,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
492,539,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
463,492,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
943,463,1.452737625096849e-06,1.452737625096849e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
966,943,7.263688125484245e-07,7.263688125484245e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
519,966,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
812,601,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
713,693,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
256,713,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
556,256,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
758,556,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1014,758,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
795,1014,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
975,795,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
372,1105,1.6141529167742772e-07,1.6141529167742772e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
683,372,1.6141529167742772e-07,1.6141529167742772e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1094,683,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1094,336,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
336,600,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
600,123,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
148,257,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
284,148,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
416,284,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
799,416,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
843,799,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
250,843,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
659,555,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1078,659,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
89,1078,1.452737625096849e-06,1.452737625096849e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
113,89,7.263688125484245e-07,7.263688125484245e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
585,113,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
554,155,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
661,554,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
837,661,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
812,837,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
727,812,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
225,727,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
338,152,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
81,338,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
360,81,1.452737625096849e-06,1.452737625096849e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
294,360,7.263688125484245e-07,7.263688125484245e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
186,294,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
761,999,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
811,761,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
397,811,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
662,397,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
857,662,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
227,857,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
685,260,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
960,685,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
960,1071,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1071,864,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
864,74,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
520,289,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
508,520,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
956,508,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1058,956,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
663,314,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
796,663,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
796,376,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
376,580,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
580,625,4.556945514635174e-06,4.556945514635174e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
186,929,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
881,542,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
698,281,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1052,698,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
617,1052,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
586,617,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
178,785,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
785,516,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
292,454,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
266,1034,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
165,266,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
486,165,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
681,486,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
866,681,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
207,866,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
611,207,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
949,507,1.6141529167742772e-07,1.6141529167742772e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
839,949,1.6141529167742772e-07,1.6141529167742772e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
565,839,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
565,1002,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1002,1037,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1037,533,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
881,271,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
271,686,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
569,75,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
75,992,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
992,678,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
931,200,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
814,931,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
172,814,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
667,172,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
127,667,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
239,127,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
910,239,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
125,498,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
589,125,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
589,551,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
551,304,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
304,977,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
972,964,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
586,269,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
333,586,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
312,333,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
538,720,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
568,538,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
340,568,1.452737625096849e-06,1.452737625096849e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
665,340,7.263688125484245e-07,7.263688125484245e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
706,665,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
422,925,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
677,422,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
499,677,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
124,499,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
516,118,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
723,206,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
320,945,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1038,59,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
948,1038,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
894,948,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
783,894,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
292,783,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
426,292,4.035382291935692e-07,4.035382291935692e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1051,426,2.4212293751614155e-07,2.4212293751614155e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
428,179,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
634,428,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
678,634,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1126,678,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1124,1126,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
63,146,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
557,63,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
392,851,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
697,392,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
458,697,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
654,458,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
87,654,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
738,87,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
657,738,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
899,518,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
244,899,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
244,776,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
776,82,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
82,807,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
195,1116,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
194,195,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1112,476,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
825,1112,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
607,825,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
500,512,2.4212293751614155e-07,2.4212293751614155e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1082,500,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
188,543,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
905,902,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
621,905,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
379,621,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
275,379,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
73,275,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
972,73,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
664,972,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
968,664,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
652,494,4.035382291935692e-07,4.035382291935692e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
248,652,2.4212293751614155e-07,2.4212293751614155e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
865,854,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
706,644,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
794,224,0.0,0.0,0.0,inf,inf,inf,0.0,0.0,1,0.0,0.0
124,230,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
245,124,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
313,245,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
525,769,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
446,525,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
76,446,1.452737625096849e-06,1.452737625096849e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
442,76,7.263688125484245e-07,7.263688125484245e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
773,442,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
559,699,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
184,559,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
648,184,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
339,648,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
413,339,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
434,413,4.842458750322831e-07,4.842458750322831e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
408,147,4.842458750322831e-07,4.842458750322831e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
220,408,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
220,423,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
423,432,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
432,1016,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
723,235,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
235,549,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
222,797,2.4212293751614155e-07,2.4212293751614155e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
797,265,4.035382291935692e-07,4.035382291935692e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
265,882,1.3720299792581356e-06,1.3720299792581356e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
755,570,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
114,755,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
270,114,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
320,270,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1098,320,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
305,1098,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
299,635,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
104,299,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
800,104,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
451,363,6.456611667097109e-07,6.456611667097109e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
658,451,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
396,658,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
243,396,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1010,243,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
970,1010,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1108,970,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
487,288,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
169,487,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
169,191,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1079,805,7.263688125484245e-07,7.263688125484245e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
190,1079,8.070764583871384e-07,8.070764583871384e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
137,1087,2.4212293751614155e-07,2.4212293751614155e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1087,1115,4.035382291935692e-07,4.035382291935692e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
350,1095,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
557,85,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
447,808,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
933,447,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1032,577,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
607,1032,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1082,607,1.2913223334194217e-06,1.2913223334194217e-06,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
1082,344,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
344,453,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
923,342,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
342,1055,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
188,553,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
553,296,3.2283058335485544e-07,3.2283058335485544e-07,0.0,21.978,21.978,21.978,0.0,0.0,1,0.0,0.0
